b 0 311 310 309 306 44 537 335 342 339 341 456 542 454 63 367
c 0 337 535 536 372 369
c 309 298
c 309 333 340
c 309 307 304 300 299 303
c 306 534
c 44 334
c 537 54 67 403 398
c 537 336
c 537 338
c 537 65
c 537 374 56 380 375 384
c 342 343
c 456 540 247
c 454 458
c 63 394 457 541 455 73
c 367 391
c 367 538
b 1 478 471 473 476 81 83 82 88 80 79 78 14 13 12 121 111 484
c 1 77
c 476 481
c 80 475
c 79 472
c 121 112
b 2 148 20 147 139 140 135 127 137 19 146 145 128 151 149
c 140 141
c 135 136
c 127 131 133 132
c 127 138
c 146 18
c 146 143
c 145 150
c 128 125
b 3 503 504 509 493 530 525 508 529 531 495 521 523 494 527 526 205 520 496 490 510 489 485 511 507 165 161 501 488
c 3 497
c 493 506
c 530 522 528
c 508 518 517 519
c 529 524
c 521 533 532
c 494 207 28 213 204
c 205 206 129 144
c 205 208 29 134
c 510 513
c 489 486 181 175 500
c 485 502 499
c 511 505
c 511 498 170
c 165 158 172 160
c 161 176 162
c 161 514
c 488 512
c 488 491
c 488 487
b 4 201 202 184 203 183 198 189 450 216 185 197 26 246 36 40 312 254 253
c 184 182
c 183 196 515
c 198 186
c 450 220 448 449 451 452
c 216 492
c 185 188
c 26 200
c 26 191
c 26 199
c 246 249
c 36 244
c 36 250 245
c 40 258 243
c 312 308 313 329
c 254 248
c 253 260
c 253 259
c 253 37
b 5 98 105 117 120 95 93 104 107 124 109 130 106 91 235 35 385 396 237 239 226 225 234 34 209 30 211 218 32
c 105 97
c 105 99 115 119
c 105 232
c 105 236
c 105 89
c 95 114 101
c 95 96 11
c 95 113
c 104 94 116 122
c 104 90
c 124 126 142 154
c 124 17 156 155 153
c 106 110 108 100 16 123
c 91 118
c 235 231
c 35 230
c 35 229
c 35 240
c 385 539 395
c 385 393
c 385 390
c 237 238
c 237 241 242
c 234 228 33 227
c 234 224
c 34 62 389 388 387 453
c 34 386
c 209 212 214
c 209 222
c 209 210
c 209 221
c 211 215
c 218 217
c 218 152
c 32 223 31
c 32 219
b 6 278 178 168 159 169 164 171 21 167 22 274 287 279 292 264 276 275 281
c 178 163
c 178 179
c 168 180
c 168 157
c 169 173 166
c 164 177
c 22 174 23
c 22 25
c 274 24
c 274 290
c 274 270
c 274 280
c 287 272
c 275 263
c 281 284 193 194 516
b 7 252 267 39 27 192 268 265 286 293 285 288 271 269 42 320 318 317 323 321 325 332 316 326 319 330 315
c 7 294
c 252 251
c 252 255 256 257
c 267 261
c 267 296 291
c 39 38
c 39 295 262 273
c 27 190
c 192 187 195
c 268 282 43
c 268 277
c 268 283
c 265 289
c 293 266 41
c 318 327
c 317 324
c 323 45
c 325 322
c 325 314
c 332 48
c 332 331
c 330 47
c 315 297
b 8 358 357 352 355 353 359 362 348 49 345 361 344 351
c 8 354 52 350 347
c 358 51
c 357 364 379
c 352 356
c 362 46
c 49 50
c 49 328 363 346
c 49 53
c 361 360
c 344 349
c 344 301 305
c 344 302
b 9 71 72 443 445 440 436 441 432 447 418 408 66 378 412 426 70 57 430 422
c 72 68
c 445 446 439 428 429
c 440 477 480 444
c 440 69 421
c 436 435
c 436 423 427
c 436 424
c 441 442
c 432 434
c 432 438
c 447 419
c 418 405
c 408 410
c 66 400 402 397 407 381
c 66 401
c 378 373 60 59
c 378 61
c 412 437 425
c 70 55
c 57 382 58 377 376 383
c 422 431
b 10 465 74 15 102 103 75 461 467 462 85 433 64 399 415 417 416 366 365 392 469
c 465 466 470
c 74 468
c 102 92
c 75 87
c 75 86 479
c 461 76
c 461 460
c 461 464
c 462 483
c 462 482
c 85 414
c 85 84 474
c 415 411 406
c 415 404 420
c 417 413
c 416 409
c 366 370 371
c 365 463
c 392 368
c 392 233
c 392 459
